NSC,SMILES,Cluster_ID,Scaffold_Cluster_ID,Random_Cluster_ID,Butina_Cluster_ID
683763,C1(=O)NC(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N(/N=C\C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C(=O)C)/N1,1,5,3,5
683764,C1(=O)NC(=O)/C(=C/c2ccc(cc2)S(=O)(=O)N(/N=C/C(C(C(COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)C(=O)C)/N1,1,5,1,5
683766,C1=CC(=O)C(=C(C1=O)CNc1ccc(cc1)C(=O)OC12CC3CC(CC(C1)C3)C2)Br,7,1,3,6
683770,C1[C@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)[C@@H](CCC(=O)O)C)C)C)O,6,6,2,2
683771,C(C(=O)OCC#C)(N)CCSC,3,5,7,6
683773,C(C(=O)OCC#C)(CS)N.Cl,3,5,7,6
683774,C(=O)(C(N)Cc1ccc(cc1)N(CCCl)CCCl)NC(C(=O)OCC)CCC(=O)OCC.C(F)(F)(F)C(=O)O,3,3,3,4
683775,[C@@H](C(=O)N[C@H](C(=O)OCC)CCC(=O)OCC)(N)Cc1ccc(cc1)N(CCCl)CCCl.C(F)(F)(F)C(=O)O,3,3,3,4
683776,c1cc(ccc1C[C@H](NC(=O)[C@H](CCC(=O)OCC)N)C(=O)OCC)N(CCCl)CCCl.C(F)(F)(F)C(=O)O,3,3,5,4
683777,c1cc(ccc1C[C@@H](NC(=O)[C@H](CCC(=O)OCC)N)C(=O)OCC)N(CCCl)CCCl.C(F)(F)(F)C(=O)O,3,3,3,4
683778,C(N)(Cc1ccc(cc1)NC(=N)N)C(=O)O.C(F)(F)(F)C(=O)O,3,3,7,2
683779,C(N)(Cc1ccc(cc1)NC(=N)N)NCC(=O)O.C(F)(F)(F)C(=O)O,3,3,4,7
683781,[C@H](C(=O)NCC(=O)N[C@@H](CC(=O)O)c1ncc(o1)NC(=O)C(F)(F)F)(N)CCCNC(=N)N.C(F)(F)(F)C(=O)O,3,5,2,6
683784,C1/C(=N\OC(=O)c2cccc3c2[nH]c2c(c3=O)cccc2)/C=C2C(C1)[C@@H]1[C@@H](CC2)[C@@H]2CC[C@@]([C@]2(CC1)CC)(O)C#C,6,7,4,4
683785,c1cnc2c(c1)C(=O)c1c3c2nccc3c2c(n1)ccc(c2)OC,1,2,3,2
683786,c1cnc2c(c1OC)C(=O)c1c3c2nccc3c2c(n1)cccc2,1,2,3,2
683787,c1cnc2c(c1)C(=O)c1c3c2nc(cc3c2c(n1)cccc2)C,1,2,3,2
683788,c1cnc2c(c1)C(=O)c1c3c2nccc3ccn1,1,7,2,2
683789,c1ccc2c(c1)C(=O)c1c3c2nc(cc3c2c(n1)cccc2)c1ccccc1,1,1,6,2
683790,c1cnc2c(c1)C(=O)c1c(C2=O)c(c2c(n1)cccc2)CCN(CC)CC,1,7,2,2
683792,c1c(cc2c(c1)cc(cc2)CN1CCC(CC1)C1CCN(CC1)Cc1ccc2c(c1)ccc(c2)OC)OC.Cl,7,2,3,6
683826,c1c(ccc(c1)Oc1ccc(cc1)C(=O)CCN(CC)CC)C.Cl,7,4,4,5
683827,c1ccc(cc1)Oc1ccc(cc1)C(=O)CCN(CC)CC.Cl,7,4,1,5
683828,c1(ccc(cc1)Oc1ccc(cc1)C(=O)CCN(CC)CC)F.Cl,7,4,3,5
683829,C1N(CCC(C1C(=O)c1ccc(cc1)Oc1ccc(cc1)F)(c1ccc(cc1)Oc1ccc(cc1)F)O)CC.Cl,7,7,7,4
683830,C1N(CCC(C1C(=O)c1ccc(cc1)Oc1ccc(cc1)Cl)(c1ccc(cc1)Oc1ccc(cc1)Cl)O)CC.Cl,7,7,2,4
683831,C1N(CCC(C1C(=O)c1ccc(cc1)Oc1ccc(cc1)C)(c1ccc(cc1)Oc1ccc(cc1)C)O)CC.Cl,7,7,4,4
683832,c1c(c(c(cc1)F)/C=C/C(=O)c1cc(c(c(c1)CN(C)C)O)CN(C)C)Cl.Cl,7,4,1,3
683833,C1CC/C(=C\c2ccc(c(c2)CN2CCCCC2)O)/C(=O)/C/1=C/c1ccc(c(c1)CN1CCCCC1)O,1,3,1,5
683834,C1CC/C(=C/c2ccc(c(c2)CN(C)C)O)/C(=O)/C/1=C\c1ccc(c(c1)CN(C)C)O,1,4,7,1
683835,C1CC/C(=C/c2ccc(cc2)O)/C(=O)/C/1=C\c1ccc(c(c1)Cl)Cl,1,4,3,1
683841,C1(=O)C(=O)C(=C1OCc1ccccc1)NNCC(=O)NCC(=O)NCC(=O)NCC(=O)OCC,3,5,1,7
683842,C(C1SCCCS1)(c1cc2c(cc1)OCO2)c1cc(c(c(c1)OC)OC)OC,1,6,5,2
683843,C1CCCCCC2=C(CCCC1)C/C/2=N/Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],5,7,1,3
683846,C12/C(=N/O)/CC(CC1)C2(C)CCC(=O)OC,3,4,7,7
683848,C1(=O)C(=O)C(=C1OCc1ccccc1)NCC(=O)OCC,3,5,2,7
683850,C1CN(CCCN(CCCN(CCCN(C1)C)C)C)C,3,1,2,6
683851,C(=S)(NC(=O)OCC)NC(c1ccccc1)C,3,3,6,6
683853,C(NC(=O)C(F)(F)F)CNCCNC(=O)C(F)(F)F.C(F)(F)(F)C(=O)O,7,5,1,7
683856,c1c(ccc(c1)/C=N/NC(=O)N/N=C/c1ccc(cc1)Br)Br,5,5,2,5
683859,c1ccc2c(c1)c(c1n2C[C@@H]2[C@H]1OC(O2)(C)C)C(=O)OC,3,2,7,6
683860,c1ccc2c(c1)c(c1n2C[C@@H]2[C@H]1OC(O2)(C)C)C(=O)O[C@H]1[C@@H](CC[C@H](C1)C)C(C)C,3,3,3,6
683863,C12([C@@](C(=O)C3=CC(=C(C3=C1C)CO)C)(C)O)CC2,6,7,2,6
683864,[C@H]1(CC[C@@H]2O[C@]1(C(=O)C(=O)N1[C@@H](CCCC1)C(=O)O[C@H]([C@@H](C[C@H]1C[C@H]([C@@H](CC1)OC(=O)C(CO)(CO)C)OC)C)CC(=O)[C@@H](/C=C(/[C@H]([C@H](C(=O)[C@@H](C[C@@H](/C=C/C=C/C=C(/[C@H](C2)OC)\C)C)C)OC)O)\C)C)O)C,6,4,5,6
683871,C1[C@@H](O[C@@H](CC1=O)c1ccccc1)c1ccccc1,1,5,7,5
683874,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(CCCC(C)C)C)C)C)CCC=C(c1cc(c(c(c1)C(=O)OCCCC)O)Cl)c1cc(c(c(c1)C(=O)OCCCC)O)Cl,6,6,4,4
683875,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(CCCC(C)C)C)C)C)CCC=C(c1cc(c(c(c1)C(=O)OCCC)O)Cl)c1cc(c(c(c1)C(=O)OCCC)O)Cl,6,6,3,4
683876,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(CCCC(C)C)C)C)C)CCC=C(c1cc(c(c(c1)C(=O)OC(C)C)O)Cl)c1cc(c(c(c1)C(=O)OC(C)C)O)Cl,6,6,3,2
683877,C1[C@@H](C[C@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@H](CC2)C(CCCC(C)C)C)C)C)CCC=C(c1cc(c(c(c1)C(=O)OC(C)(C)C)O)Cl)c1cc(c(c(c1)C(=O)OC(C)(C)C)O)Cl,6,6,2,2
683878,c1(c(cc(cc1C(=O)O)C(=CCC[C@H]1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2C(CCCC(C)C)C)C)C)c1cc(c(c(c1)C(=O)O)O)Cl)Cl)O.N1(CCCC1)CCO,6,7,2,4
683880,c1c(cc2c(c1)[C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)(/C(=N/OCCN1CCCCC1)/CC2)C)OC.Cl,6,1,7,1
683883,c1ccc2c(c1)n1c(n2)[C@@H](S[C@@H]1c1c(cccc1Cl)F)C,1,2,3,6
683884,c12c(cc3c(c1)cccc3)nc1n2C(SC1)c1c(cccc1F)Cl,1,7,2,1
683885,c12c(cc3c(c1)cccc3)nc1n2C(SC1)c1cc(ccc1)F,1,7,5,1
683886,c12c(cc3c(c1)cccc3)nc1n2C(SC1)c1ccccc1,1,7,4,1
683888,n1cnc2c(c1N)N=C(CC(N2)c1ccccc1)c1ccccc1,2,2,2,4
683889,c12c(nc(nc1N)N)NC(CC(=N2)c1ccc(cc1)C)c1ccccc1,2,2,1,4
683890,c1(c(oc(n1)COCc1ccccc1)N)C#N,2,3,4,3
683891,c1(c(oc(n1)/C=C/C=C/C)N)C#N,2,5,2,3
683893,c1c(cc2c(c1C(=O)NCCC(=O)O)Oc1c(S2)cc(cc1C(=O)NCCC(=O)O)C)C,2,1,4,6
683894,c1c(cc2c(c1C(=O)NCC(=O)OC)Oc1c(S2)cc(cc1C(=O)NCC(=O)OC)C)C,7,1,1,6
683895,c1c(cc2c(c1C(=O)NCC(=O)O)Oc1c(S2)cc(cc1C(=O)NCC(=O)O)C)C,7,1,6,6
683896,C(CC(=O)NCC(=O)N[C@H](C(=O)OCc1ccccc1)C)CCCC(=O)NCC(=O)N[C@H](C(=O)OCc1ccccc1)C,3,4,5,1
683897,c12Oc3c(Sc1cc(cc2C(=O)NCC(=O)N[C@H](C(=O)OCc1ccccc1)C)C)cc(cc3C(=O)NCC(=O)N[C@H](C(=O)OCc1ccccc1)C)C,3,5,2,6
683898,c12c(C(=O)NCCC(=O)N[C@H](C(=O)OCc3ccccc3)C)cc(cc1Sc1c(O2)c(C(=O)NCCC(=O)N[C@H](C(=O)OCc2ccccc2)C)cc(c1)C)C,3,6,7,6
683899,c1(c(scc1)/C=N/NC1=NCCN1)C,5,7,5,4
683900,c1(c(scc1)/C=N/Nc1ccccn1)C,5,1,3,4
683901,c1(c(scc1)/C=N/Nc1ncccn1)C,5,2,7,4
683902,c1(c(scc1)/C=N/Nc1cnccn1)C,5,3,6,4
683903,c1(c(scc1)/C=N/Nc1sc2c(n1)cccc2)C,5,4,4,4
683904,c1(c(scc1)/C=N/Nc1nncc2c1cccc2)C,5,5,5,4
683905,c1(c(scc1)/C=N/Nc1ccc2c(n1)cccc2)C,5,6,7,4
683906,c1(c(scc1)/C=N/Nc1cc(c2c(n1)cccc2)C)C,5,6,6,4
683907,c1(c(scc1)/C=N/Nc1cc(c2c(n1)ccc(c2)C)C)C,5,6,4,4
683908,c1(c(scc1)/C=N/Nc1cc(c2c(n1)c(ccc2)C)C)C,5,6,7,4
683909,c1(c(scc1)/C=N/Nc1cc(c2c(n1)ccc(c2)OC)C)C,5,6,6,4
683910,c1(c(scc1)/C=N/Nc1cc(c2c(n1)cc(cc2)OC)C)C,5,6,1,4
683911,c1c(sc(c1)C)/C=N/NC1=NCCN1,5,7,1,6
683912,c1c(sc(c1)C)/C=N/Nc1ccccn1,5,1,3,6
683913,c1c(sc(c1)C)/C=N/Nc1ncccn1,5,2,4,6
683914,c1c(sc(c1)C)/C=N/Nc1cnccn1,5,3,2,6
683915,c1c(sc(c1)C)/C=N/Nc1sc2c(n1)cccc2,5,4,3,3
683916,c1c(sc(c1)C)/C=N/Nc1nncc2c1cccc2,5,5,6,6
683917,c1c(sc(c1)C)/C=N/Nc1ccc2c(n1)cccc2,5,6,6,4
683918,c1c(sc(c1)C)/C=N/Nc1cc(c2c(n1)cccc2)C,5,6,4,4
683919,c1c(sc(c1)C)/C=N/Nc1cc(c2c(n1)ccc(c2)C)C,5,6,7,4
683920,c1c(sc(c1)C)/C=N/Nc1cc(c2c(n1)c(ccc2)C)C,5,6,1,4
683921,c1c(sc(c1)C)/C=N/Nc1cc(c2c(n1)ccc(c2)OC)C,5,6,1,4
683922,c1c(sc(c1)C)/C=N/Nc1cc(c2c(n1)cc(cc2)OC)C,5,6,6,4
684034,s1nnc(c1NC(=O)NCCCCCCn1c(=O)n(c(=O)n(c1=O)CCCCCCNC(=O)Nc1snnc1C(=O)OCC)CCCCCCNC(=O)Nc1snnc1C(=O)OCC)C(=O)OCC,2,7,7,5
684039,n1c[nH]c(c1C(=O)NNC(=O)N)[N+](=O)[O-],7,1,6,7
684044,n1c(C(=O)OCC)c(/N=N/N(C)N)[nH]c1,7,1,3,4
684045,n1(c(=O)n(c2c(c1=O)[nH]c(n2)N=O)C)C,1,5,5,4
684047,n1c(C(=O)N)c(/N=N/N(C)N)[nH]c1,7,1,5,4
684048,n1c(C(=O)NC)c(/N=N/N(C)N)[nH]c1,7,1,7,4
684050,n1c(C(=O)OCC)c(sn1)NN=C(C)C,2,1,7,5
684051,s1cc(nc1n1c(cc(n1)C)C)C,2,2,6,7
684052,c12c(cc(cc1)/N=N/N(C)C)[nH]c(=O)[nH]2,7,3,2,6
684054,n1c(C(=O)N)c(/N=N/SCC(C(=O)O)NC(=O)C)[nH]c1,7,1,5,4
684055,n1nc(c(n1c1ccc(cc1)Br)O)C#N,2,3,2,7
684056,n1n(c(c(n1)C#N)O)c1ccccc1,2,3,3,6
684057,n1nc(c(n1c1ccccc1)O)C(=O)N.[Na+],2,3,5,6
684058,n1nsc(c1C(=O)OCC)NC(=O)NN,2,1,1,5
684059,n1(c(=O)[nH]nc1C)n1cccc1,2,4,7,3
684060,n1(c(=O)[nH]nc1c1ccccc1)n1cccc1,2,5,4,3
684062,n1(c(=O)[nH]nc1CC)n1c(ccc1C)C,2,4,2,3
684063,n1(c(=O)[nH]nc1Cc1ccccc1)n1c(ccc1C)C,2,6,1,1
684064,n1(c(=O)[nH]nc1c1ccccc1)n1c(ccc1C)C,2,5,4,3
684065,n1(c(=O)[nH]nc1Cc1ccc(cc1)Cl)n1c(ccc1C)C,2,6,7,3
684066,n1(c(=O)[nH]nc1CC)N1C(=O)CCC1=O,2,7,7,5
684067,c1(=O)n(c(n[nH]1)Cc1ccccc1)N1C(=O)CCC1=O,2,1,3,1
684068,N(=C(\Cc1ccc(cc1)Cl)/N)\NC(=O)OC(C)(C)C,3,3,3,7
684108,c12c(CCc3c1nc(s3)CN1CCN(CC1)C)c(ccc2)OC.Cl,1,2,6,7
684114,c12c(nc3n(c1=O)ncn3c1ccc(cc1)Br)n(nc2)CC,2,3,3,7
684125,c1ncc(c(c1)Nc1ccc(cc1)Cl)S(=O)(=O)N/C(=N/C#N)/NC(C)C,2,4,2,7
684129,c12c(C(=C(N(C)C)N(C)C)c3c1ccc(c3)[N+](=O)[O-])cc(cc2)[N+](=O)[O-],5,5,7,4
684143,N1(CCN(CC1)C(=S)N1CCN(CC1)c1ccccc1)c1ccccc1,7,6,3,3
684144,N1(CCN(CC1)C(=S)N1CCN(CC1)c1cccc(c1)Cl)c1cc(ccc1)Cl,7,6,6,3
684145,N1(CCN(CC1)C(=S)N1CCN(CC1)c1ccc(c(c1)Cl)Cl)c1cc(c(cc1)Cl)Cl,7,6,5,5
684149,C12C(C3(C(OC1CO3)OC)OCc1ccccc1)OC(O2)(C)C,3,7,5,6
684322,c1ccc2c(c1)c1c(C(=N)C2=N)cccc1,1,1,1,7
684328,C\1(=C\c2ccc(cc2)C)/C(=O)NC(=S)N1,1,2,2,5
684329,C\1(=C\c2ccc(cc2)Cl)/C(=O)NC(=S)N1,1,2,5,5
684330,C\1(=C\c2sccc2)/C(=O)NC(=S)N1,1,3,2,5
684332,C\1(=C/c2ccc(cc2)C)/N=C(NC1=O)SC,1,4,4,5
684334,C\1(=C/c2ccc(cc2)OC)/N=C(NC1=O)N1CCCCC1,1,5,1,3
684335,C\1(=C/c2ccc(cc2)C)/N=C(NC1=O)N1CCCCC1,1,5,5,3
684336,C\1(=C/c2sccc2)/N=C(NC1=O)N1CCCCC1,1,6,7,3
684337,C\1(=C/c2ccc(cc2)Cl)/N=C(NC1=O)N1CCCCC1,1,5,3,3
684338,C\1(=C/c2occc2)/N=C(NC1=O)N1CCCCC1,1,7,5,3
684339,C\1(=C/c2ccccc2)/N=C(NC1=O)N1CC(CCC1)CO,1,5,2,3
684340,C\1(=C/c2ccc(cc2)OC)/N=C(NC1=O)N1CC(CCC1)CO,1,5,6,7
684341,C\1(=C/c2ccc(cc2)Cl)/N=C(NC1=O)N1CC(CCC1)CO,1,5,5,3
684342,C\1(=C/c2ccc(cc2)C)/N=C(NC1=O)N1CC(CCC1)CO,1,5,4,3
684343,C\1(=C/c2sccc2)/N=C(NC1=O)N1CC(CCC1)CO,1,6,2,3
684344,C\1(=C/c2ccc(cc2)O)/N=C(NC1=O)N1CC(CCC1)CO,1,5,6,3
684346,c12c(cccc1)nc1n(c2=O)/c(=C/c2ccc(cc2)OC)/c(=O)[nH]1,2,1,6,2
684347,c12c(cccc1)nc1n(c2=O)/c(=C/c2ccc(cc2)Cl)/c(=O)[nH]1,2,1,1,5
684348,c12c(cccc1)nc1n(c2=O)/c(=C/c2ccc(cc2)C)/c(=O)[nH]1,2,1,6,6
684349,c12c(cccc1)nc1n(c2=O)/c(=C/c2sccc2)/c(=O)[nH]1,2,2,7,6
684350,c12c(cccc1)nc1n(c2=O)/c(=C/c2occc2)/c(=O)[nH]1,2,3,2,6
684351,c12c(cccc1)nc1n(c2=O)/c(=C/c2ccc(cc2)O)/c(=O)[nH]1,2,1,5,6
684352,C\1(=C/c2ccccc2)/N=C(N2CCOCC2)NC1=O,1,4,2,3
684353,C\1(=C/c2ccc(cc2)Cl)/N=C(N2CCOCC2)NC1=O,1,4,1,3
684354,C\1(=C/c2ccc(cc2)OC)/N=C(N2CCOCC2)NC1=O,1,4,6,3
684355,C\1(=C/c2sccc2)/N=C(N2CCOCC2)NC1=O,1,5,6,3
684356,C\1(=C/c2occc2)/N=C(N2CCOCC2)NC1=O,1,6,4,3
684357,C\1(=C/c2ccc(cc2)O)/N=C(N2CCOCC2)NC1=O,1,4,6,3
684358,C\1(=C/c2ccc(cc2)C)/N=C(N2CCOCC2)NC1=O,1,4,2,3
684362,s1cc(nc1C)/C=C(/[C@@H]1C[C@H]2[C@@H](CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O1)O)(C)C)C)O)C)O2)\C,6,7,3,6
684363,s1cc(nc1C)/C=C(/[C@@H]1C[C@H]2[C@@](CCC[C@@H]([C@@H]([C@H](C(=O)C([C@H](CC(=O)O1)O)(C)C)C)O)C)(O2)C)\C,6,1,7,6
684364,c12c(nc(c3c(cccc3)OC)[nH]c1=O)cccc2,2,3,1,2
684365,c12c(nc(c3c(c(ccc3)OC)OC)[nH]c1=O)cccc2,2,3,5,2
684366,c12c(nc(c3c(cc(cc3)OC)OC)[nH]c1=O)cccc2,2,3,3,2
684367,c12c(nc(c3c(ccc(c3)OC)OC)[nH]c1=O)cccc2,2,3,3,2
684368,c12c(nc(c3cc(c(cc3)OC)OC)[nH]c1=O)cccc2,2,3,3,1
684369,c12c(nc(c3cc(cc(c3)OC)OC)[nH]c1=O)cccc2,2,3,3,2
684373,C1CNCCC1.c1(ccc(cc1)N(C)C)/C=C/1\C(=O)NC(=S)N1,1,2,7,5
684374,C1(=O)/C(=C/c2c(cccc2)O)/N=C(N2CCCCC2)N1,1,5,6,3
684375,C1(=O)/C(=C/c2c(cccc2)O)/N=C(N2CCOCC2)N1,1,4,5,3
684377,C1(=S)N=C(/C(=C\c2ccc(cc2)OC)/N1)Cl,1,3,1,3
684378,C1(=S)N=C(/C(=C\c2ccco2)/N1)Cl,1,4,4,6
684379,C\1(=N/c2ccc(cc2)C)/N=C(/C(=C\c2ccccc2)/N1)Cl,1,5,7,6
684380,C\1(=N/c2ccc(cc2)C)/N=C(/C(=C\c2ccco2)/N1)Cl,1,6,2,6
684386,N1C(=O)C(C(Cc2ccccc2)c2ccc(cc2)OC)NC1=S,7,7,1,6
684387,N1C(=O)C(C(c2ccc(cc2)N(C)C)CC)NC1=S,7,1,5,6
684388,N1C(=O)C(C(Cc2ccccc2)c2ccc(cc2)N(C)C)NC1=S,7,7,1,6
684389,N1C(=O)C(C(Cc2ccccc2)c2ccco2)NC1=S,7,2,3,6
684390,n12c(=N/C(=C\c3ccccc3)/C2=O)[nH]c(=O)c(c1N)N1CCCCC1,1,3,5,3
684391,n12c(=N/C(=C\c3ccccc3)/C2=O)[nH]c(=O)c(c1N)N1CCOCC1,1,4,7,7
684392,n12c(=N/C(=C\c3c(cccc3)O)/C2=O)[nH]c(=O)c(c1N)N1CCOCC1,1,4,2,5
684393,n12c(=N/C(=C\c3ccc(cc3)OC)/C2=O)[nH]c(=O)c(c1N)N1CCCCC1,1,3,5,3
684394,n12c(=N/C(=C\c3ccc(cc3)OC)/C2=O)[nH]c(=O)c(c1N)N1CCOCC1,1,4,7,5
684395,n12c(=N/C(=C\c3ccco3)/C2=O)[nH]c(=O)c(c1N)N1CCCCC1,1,5,3,3
684396,N1=C(/C(=C\c2ccccc2)/N/C/1=N/CCCO)Cl,1,6,3,7
684398,n12C(=O)/C(=C/c3ccc(cc3)OC)/N=c1sc(c2/N=C\OCC)C#N,1,7,3,6
684399,n12C(=O)/C(=C/c3ccco3)/N=c1sc(c2/N=C\OCC)C#N,1,1,7,6
684401,n12C(=O)/C(=C/c3ccc(cc3)OC)/N=c1sc1c2[nH]cnc1=O,1,2,3,5
684402,n12C(=O)/C(=C/c3ccco3)/N=c1sc1c2[nH]cnc1=O,1,3,2,6
684403,C\1(=N/N)/N=C(/C(=C/c2ccco2)/N1)Cl,1,4,3,6
684404,C\1(=N/N)/N=C(/C(=C/c2ccc(cc2)OC)/N1)Cl,1,5,2,7
684409,C1/C(=N\NC(=O)c2cccc3c2[nH]c2c(c3=O)cccc2)/C=C2C(C1)[C@@H]1[C@@H](CC2)[C@@H]2CC[C@@]([C@]2(CC1)CC)(O)C#C,6,1,2,6
684410,C1=C([C@]2(C(C/C/1=N/NC(=O)c1cccc3c1[nH]c1c(c3=O)cccc1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2OC(=O)CCCCCC)C)C)C,6,6,7,4
684411,C1/C(=N\OC(=O)c2cccc3c2[nH]c2c(c3=O)cccc2)/C=C2[C@](C1)([C@@H]1[C@@H](CC2)[C@@H]2CC[C@@H]([C@]2(CC1)C)/C(=N\OC(=O)c1c2c(ccc1)c(=O)c1c(cccc1)[nH]2)/C)C,6,7,6,4
684412,C1/C(=N\NC(=O)c2cccc3c2[nH]c2c(c3=O)cccc2)/C=C2C(C1)[C@@H]1[C@@H](CC2)[C@@H]2CC[C@@]([C@]2(CC1)C)(O)C#C,6,1,3,4
684423,c1(c(cc2c(c1)[C@@H]1[C@@H](C=C2)[C@H]2[C@](CC1)([C@H](CC2)O)C)O)OCC,6,1,7,5
684424,c1c(c(cc(c1O)CCc1ccc(cc1)C(=O)OC)O)Br,7,1,1,3
684425,C1[C@@H](C[C@@H]2[C@](C1)([C@@H]1[C@@H](CC2)[C@H]2[C@](CC1)([C@@H]1[C@H](C2)O[C@]2([C@H]1C)OC[C@H](CC2)C)C)C)OC1OC(C(C(C1OC1OC(C(C(C1O)O)O)CO)O)O)CO,6,2,2,2
684426,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)OC(=O)C)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)O,6,3,7,5
684427,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)OC(=O)C)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)OC,6,3,2,5
684428,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)OC(=O)/C=C/c1ccccc1)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)O,6,4,6,5
684429,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)OC(=O)/C=C(\C)/C(C)C)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)OC,6,3,3,5
684430,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)O)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)OC,6,3,1,5
684431,C1[C@@H](CC2=CC[C@@]3([C@@H]([C@]2(C1)C)C[C@H]([C@]1([C@@]3(CC[C@]1(C(=O)C)O)O)C)OC(=O)/C=C/c1ccccc1)O)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1CC(C(C(O1)C)OC1OC(C(O)C(OC)C1)C)OC)OC)OC,6,4,1,5
684438,C1(=O)c2c(C(=O)c3c1cccc3)c(ccc2NCCNC(=O)C(CCCCN)N)NCCNC(=O)C(CCCCN)N,1,4,3,4
684439,C1(=O)c2c(C(=O)c3c1cccc3)c(ccc2NCCNC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C)NCCNC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C,3,5,1,1
684440,C1(=O)c2c(C(=O)c3c1cccc3)c(ccc2NCCNC(=O)C(CCSC)N)NCCNC(=O)C(CCSC)N,1,4,5,4
684441,C1(=O)c2c(C(=O)c3c1cccc3)c(ccc2NCCNC(=O)C(CCSC)NC(=O)OC(C)(C)C)NCCNC(=O)C(CCSC)NC(=O)OC(C)(C)C,3,4,6,4
684443,C1(=O)c2c(C(=O)c3c1cccc3)c(ccc2NCCNC(=O)C1CCCN1C(=O)OC(C)(C)C)NCCNC(=O)C1CCCN1C(=O)OC(C)(C)C,3,6,5,4
684459,c12c(c3c(CC(=S)N2)c(cc(n3)c2ccccc2)c2ccc(cc2)Br)cccc1,2,3,2,5
684480,c12c(c3c(CC(=O)N1)c(cc(n3)c1cccc(c1)Cl)c1ccccc1)cccc2,2,7,6,5
684481,c12c(c3c(CC(=S)N1)c(cc(n3)c1cccc(c1)Cl)c1ccccc1)cccc2,2,3,3,5
684496,C1=CC(=O)C=C(C1=O)CCc1ccc(cc1)C(=O)OC(C)C,7,4,6,5
684505,C1(C2[C@@](CC=C(C1)C)(CC[C@]2(O)C(C)C)C)OC(=O)c1cc(c(cc1)O)OC,7,7,6,7
684506,C1(=O)C(=C(C2=CC=C3[C@](C2=C1)(CC[C@@]1([C@@]3(CC[C@@]2(C1C[C@H](C(=O)[C@H]2O)C)C)C)C)C)C)O,6,1,3,7
684566,c1(ccc(cc1)/C=C/C=C1C(=O)N(C(=S)N(C1=O)CC)CC)[N+](=O)[O-],1,2,1,6
684567,c1(ccc(cc1)/C=C/C=C1C(=O)NC(=S)NC1=O)N(CC)CC,1,2,7,5
684568,c1(ccc(cc1)/C=C/C=C1C(=O)N(C(=S)N(C1=O)CC)CC)N(CC)CC,1,2,7,6
684569,c1(ccc(cc1)/C=C/C=C1C(=O)NC(=S)NC1=O)OC,1,2,1,6
684570,c1(ccc(cc1)/C=C/C=C1C(=O)N(C(=S)N(C1=O)CC)CC)OC,1,2,5,6
